gender,race,age,experience,education_years,gpa,test_score,hired
Female,Asian,26,3,14,3.232587211871347,881,1
Male,White,48,5,12,3.822729419434701,536,1
Female,Black,36,3,18,2.2557457665018603,1589,0
Male,Hispanic,47,33,17,3.330783623628794,563,1
Female,White,61,23,15,2.84492186269036,1369,1
Female,White,62,18,19,3.1296133611074834,548,1
Male,Black,34,12,13,3.1123233020848033,436,1
Female,Asian,22,29,12,3.1369267366424753,1356,1
Female,White,31,17,15,3.945936886703862,520,1
Male,Asian,20,1,21,2.3852883745676943,776,1
Male,Asian,23,22,18,3.159686557097232,407,1
Male,White,48,5,21,3.7842273240438518,1584,1
Female,White,77,5,13,3.2651954862084933,415,1
Male,White,61,12,16,2.5028644886259315,1007,1
Male,Black,28,21,17,2.936925928997539,696,1
Female,Black,79,35,17,2.2039344075456775,1190,1
Female,Asian,75,29,21,2.3400850611844066,1212,1
Female,Hispanic,60,30,18,2.345616468971203,661,1
Female,Black,74,10,12,2.6600471299259922,809,1
Non-binary,Hispanic,64,24,16,3.044814011186877,1188,1
Male,Asian,67,23,13,2.510001699854458,576,1
Female,Black,34,17,20,2.4091791470373636,1171,0
Male,Asian,42,19,13,3.0637978709145868,409,1
Female,White,31,2,20,2.1217221639894177,1148,0
Male,Black,70,1,13,2.6914865210795287,461,1
Male,Black,42,4,19,3.0973325650364014,1454,1
Non-binary,Asian,69,33,14,2.1263837922646287,417,1
Female,White,19,16,12,2.276359596916486,1598,1
Male,Black,69,36,14,3.2630662583574215,436,1
Female,White,50,26,20,3.2331989840641358,1046,1
Male,Asian,26,26,12,3.1456171603323133,903,1
Female,Hispanic,21,34,21,3.9052351035968176,1357,1
Male,White,59,7,16,2.957729172902363,779,1
Male,Black,52,17,12,2.7665668865647435,1193,1
Male,Asian,27,18,20,2.2094646629891628,1483,1
Male,White,60,35,17,2.2588250693996192,902,1
Male,Black,48,13,19,3.5712648642989846,572,1
Male,White,23,35,19,2.1991599769062393,917,1
Female,Black,29,36,12,3.9650747738032477,492,1
Male,White,59,4,20,3.0700922866940363,480,1
Male,White,40,10,20,3.314623718604082,659,1
Female,Black,34,31,20,2.3050574061168128,1482,1
Male,White,61,21,15,3.403055562495062,1336,1
Female,Black,68,27,13,3.9194600758318514,1509,1
Male,Asian,57,1,15,2.644983118896401,522,1
Female,White,77,27,19,2.093363057960546,1322,1
Male,Asian,52,39,15,2.9863061353331757,957,1
Male,Black,64,26,19,3.245136762110559,1468,1
Non-binary,Hispanic,39,9,20,2.2941255350833014,1171,0
Male,White,29,38,21,3.806005284294205,1332,1
Male,Black,35,23,20,2.1174245536044785,1534,1
Female,Other,38,22,13,2.888137154779187,1417,1
Male,Black,23,27,19,3.1772473285507927,1163,1
Male,Other,22,9,14,3.553903427670085,1368,1
Male,Asian,38,13,14,2.511062344929055,1093,1
Non-binary,White,67,30,14,2.966945604179343,1111,1
Male,White,51,33,13,3.275479966313892,1234,1
Female,Asian,30,19,14,3.1140803118584106,425,1
Male,Asian,52,4,15,2.264447650920192,1021,1
Male,Asian,38,20,13,2.038474696717058,583,1
Male,Other,37,8,15,2.952828290161918,1531,1
Non-binary,White,37,4,17,3.2928030603454057,889,1
Non-binary,Black,42,20,14,3.778060179107106,404,1
Male,Other,72,15,21,3.5220417713972663,1266,1
Male,Black,26,23,17,2.1016431281577628,1324,1
Female,Black,44,24,16,2.6255917864125866,484,1
Male,White,24,36,15,3.0296707054454037,1208,1
Female,White,79,26,19,3.7854945465707184,702,1
Female,Black,46,6,14,2.5754970763412572,1396,1
Female,White,63,11,21,3.6630844968060527,1512,0
Male,White,59,22,12,3.0608849773139726,1137,1
Female,Asian,79,6,21,3.667909666883904,1007,1
Male,Black,18,20,19,2.2107974937286086,1552,1
Male,Hispanic,42,12,19,2.6211664638581027,806,1
Non-binary,White,55,38,20,2.850879012021457,400,1
Female,Hispanic,70,16,12,2.166369869418234,517,1
Male,White,69,13,12,2.1857359480174976,1066,1
Male,White,51,3,20,3.66120603788676,536,1
Female,White,79,30,15,2.535732907457636,618,1
Male,White,66,38,17,2.82768314779032,1342,1
Non-binary,Asian,39,9,18,3.1258391334732525,947,1
Female,White,58,35,19,3.669576809160862,1317,1
Male,Black,55,16,13,3.5703976197366663,444,1
Female,Black,36,21,14,3.395348823584223,1321,1
Female,Black,70,14,18,3.265128062073382,1052,1
Non-binary,White,34,24,14,3.141667532683255,1230,1
Female,Hispanic,76,29,17,3.159542002518321,1501,1
Male,Asian,45,33,20,3.9253094357388316,1239,1
Male,Black,54,35,18,2.8586096774681895,1290,1
Male,Hispanic,21,9,16,2.6254209407332594,830,1
Female,Hispanic,27,24,13,3.108961551527674,931,1
Female,Asian,39,16,16,2.563802801472424,896,1
Male,Black,79,5,21,2.8790697277184183,603,0
Female,White,55,8,14,3.6161168827309416,771,1
Female,White,42,37,13,3.9379792377734733,826,1
Male,White,43,32,18,2.5307097721399057,613,1
Female,Black,37,38,18,2.8177220884741687,684,1
Female,Black,34,20,18,2.1531512345710597,456,1
Female,Asian,23,4,20,3.2598745897005927,1568,1
Male,White,48,24,17,3.8831507206479894,1435,1
Female,White,24,19,16,3.756073288750576,1390,1
Male,Black,29,39,12,2.0747568495101514,1138,1
Female,Black,48,22,19,3.5283047455970333,1362,1
Female,Black,68,14,13,3.2121190009415397,1476,1
Female,White,61,18,20,3.123945984694845,631,1
Female,Other,69,19,15,2.260210062610222,1025,1
Female,White,53,32,19,3.3148544079861555,1095,1
Male,Asian,48,20,15,3.954029707110071,1235,1
Non-binary,White,48,37,20,3.1575738725768954,1189,1
Female,White,66,3,12,3.442431378395936,724,1
Non-binary,White,75,29,21,3.6687048095782915,704,1
Male,White,77,36,18,2.8675212597856463,1541,1
Female,White,71,31,14,3.9204321706179917,880,1
Male,White,71,33,15,3.129684032170541,1429,1
Female,Black,25,24,21,2.720141607866849,1340,1
Female,White,34,30,14,2.1553854698848225,713,1
Non-binary,Hispanic,51,16,12,3.4468629640568187,737,1
Non-binary,White,32,35,17,3.3972910752721814,696,1
Non-binary,Asian,25,24,17,2.7688316300525253,993,1
Female,White,58,4,18,2.270610961187323,1563,0
Male,Black,69,9,21,3.261994171302244,815,1
Male,Hispanic,56,30,14,2.203825568317173,1461,1
Male,White,18,5,19,2.6078051133346127,1386,1
Female,Asian,55,10,13,2.9475217726128777,1001,1
Non-binary,Black,75,31,19,3.600175201972335,666,1
Female,White,38,35,13,2.3840049932472875,1276,1
Male,White,63,28,19,2.27728924571987,1308,1
Male,Asian,67,39,19,2.9000920387241376,863,1
Male,Black,42,18,16,2.896036878514069,824,1
Non-binary,Black,52,33,19,2.0398707097810824,573,1
Female,White,46,27,18,2.0041274047902977,1430,1
Female,Black,77,36,12,2.8803566610830225,1145,1
Female,White,32,6,19,2.1061915901419175,460,1
Female,Hispanic,67,3,21,3.307234636653703,431,1
Non-binary,Black,73,30,15,2.243376245416934,1481,1
Male,White,53,17,21,2.8611998909788894,893,1
Female,Black,38,36,21,3.273576045824595,537,1
Female,White,71,35,13,3.078999090592086,604,1
Male,Black,55,5,18,2.391430502452035,1441,0
Female,Asian,47,0,13,3.3652382800053724,942,0
Male,Hispanic,59,5,18,3.0196696278151114,568,1
Male,Black,25,24,18,3.772519634493407,860,1
Male,White,31,4,21,3.120065360314001,1260,1
Male,Hispanic,33,26,13,2.1710858318599255,1025,1
Female,White,23,25,15,3.6180815519691727,799,1
Female,Black,67,4,15,2.997308081809259,633,0
Male,White,22,11,12,3.6545454227526486,1585,1
Male,Hispanic,45,27,17,3.067528852119604,529,1
Non-binary,Asian,43,29,17,3.1108082317016863,1451,1
Male,Black,41,17,20,3.690159811539248,842,1
Non-binary,Other,51,36,14,3.637505642482129,958,1
Male,Black,47,24,14,2.84975642786515,873,1
Male,Black,57,32,19,2.30857290902182,1594,1
Female,Other,71,8,17,2.7577450309924068,1065,1
Female,Asian,23,5,15,3.532567054025415,568,1
Non-binary,Black,48,2,19,2.5335541441726033,605,0
Male,White,58,6,15,3.2391678793597443,1592,1
Female,White,24,18,16,3.485869699223519,582,1
Female,Other,46,0,15,3.5614326263535903,512,0
Male,Hispanic,35,16,18,3.2597896510397213,973,1
Male,White,26,24,21,2.3325911518967932,879,1
Female,Asian,53,28,19,2.467588604561246,1586,1
Male,Black,47,10,18,2.8177178896077275,947,0
Male,White,32,1,19,2.4538422923702434,1419,0
Non-binary,White,59,13,20,2.93074963553476,1166,1
Non-binary,Black,52,33,20,2.7513066131522543,792,1
Male,Asian,74,3,20,2.697071824847794,1577,0
Female,Black,32,3,20,3.700884441959828,422,0
Male,Asian,39,11,19,2.0207567261011614,559,1
Male,White,40,5,21,3.813115029380124,858,1
Female,Asian,43,15,20,2.9829030797258524,983,1
Female,Black,29,28,17,2.8031949428223264,652,1
Female,White,38,10,16,3.128562559739133,1188,1
Male,White,35,18,20,2.4018782598966535,1575,1
Male,White,25,23,16,2.3463000192769052,468,1
Female,Black,76,7,17,2.8662883555636354,1304,0
Male,Black,61,15,14,2.7824468559827755,618,0
Female,White,63,39,14,2.7950809605619034,1582,1
Male,White,47,36,17,3.0969646713665475,1082,1
Male,Black,52,4,12,3.701190749652316,683,0
Non-binary,Black,45,35,13,2.6204396358381663,404,1
Female,Asian,20,30,12,2.9713810808635186,975,1
Female,Black,53,11,12,3.7696154292184856,829,1
Male,Hispanic,76,16,18,2.4292857150978486,578,1
Male,Black,20,36,20,2.7792294463067426,661,1
Male,White,52,3,17,2.1790800262125147,1355,1
Female,White,61,6,13,3.973795342352676,1072,1
Female,White,20,33,21,2.2173763630476273,680,1
Female,White,78,1,12,2.9485429978555957,589,1
Male,White,19,34,18,3.3857727890159106,512,1
Female,Asian,29,27,15,2.6358040312617494,877,1
Female,Asian,21,8,14,3.915791458343188,753,1
Non-binary,White,60,24,16,3.1153816725204035,682,1
Male,Black,77,26,14,2.8497675060817516,752,1
Male,White,25,11,19,2.786112096941256,880,1
Female,Black,59,1,18,3.308189005537031,1171,0
Male,Black,49,5,20,3.6968023126272325,819,1
Male,Asian,29,5,14,2.132703638325073,1446,1
Male,Other,59,2,18,3.88220738902879,922,1
Male,Hispanic,55,12,18,3.6363147358993055,1094,1
Male,Hispanic,37,30,15,3.7604358217610327,1257,1
Male,White,72,34,12,3.803601350510975,1529,1
Non-binary,Black,60,18,19,2.4100191088686165,1477,0
Female,Asian,21,3,17,3.637959219478379,899,1
Female,Black,35,9,17,2.0767528047952366,739,1
Male,White,48,8,17,3.1149050588924743,758,1
Non-binary,Black,73,6,20,2.8179664396428685,477,0
Female,Black,49,9,15,2.837520076826517,1192,1
Female,White,37,13,18,2.2837491459642174,940,0
Male,White,72,10,15,3.550771713623254,1410,1
Female,Asian,53,19,16,2.0449241392487814,1315,1
Female,White,28,25,16,2.853489882595099,1542,1
Female,White,26,19,17,3.471883524505601,556,1
Non-binary,Asian,27,32,20,2.0146455716983724,1451,1
Male,Asian,77,3,12,3.7806215907262244,1447,1
Female,White,18,19,13,3.734087662237809,1594,1
Female,Hispanic,34,29,19,3.3728504109015516,1179,1
Male,White,65,24,18,3.5532983564882734,619,1
Male,White,78,39,16,3.032155430032141,639,1
Male,Black,75,2,18,2.529243450548373,466,1
Female,White,28,15,21,3.2611173389878205,513,1
Female,Black,52,14,14,3.4950360731008967,596,1
Male,Asian,45,8,13,2.9506640413126695,532,1
Female,Black,77,1,19,2.4036936948489216,409,1
Non-binary,Black,53,19,17,2.900738438301021,1027,1
Male,White,18,16,21,2.5379816979643075,1540,1
Non-binary,Black,45,11,15,3.6728250680171213,1566,1
Male,Hispanic,56,19,21,2.42229022746506,417,0
Non-binary,White,45,29,17,3.379147635089809,1359,1
Female,Black,63,11,14,2.934285370427405,1116,0
Male,White,40,32,20,3.3925771096218043,591,1
Female,Hispanic,40,16,14,3.86615835534383,574,1
Male,Asian,57,10,19,2.6992833981625175,511,1
Non-binary,Asian,34,12,13,3.6396346815220664,421,1
Male,White,54,39,20,3.420705153276617,577,1
Female,White,29,28,14,2.426327234530361,780,1
Female,White,73,23,15,3.228832405398096,587,1
Non-binary,White,52,2,14,2.439900930590103,466,1
Non-binary,Black,35,31,20,3.839693494386265,1334,1
Female,Asian,75,11,12,2.7582707571907115,1028,1
Female,Asian,53,39,14,2.1106031717786014,544,1
Male,Asian,78,27,17,2.122364513720746,1094,1
Non-binary,White,64,38,21,3.000228227584137,1318,1
Female,Asian,76,17,15,2.5290913103549357,1174,1
Female,Hispanic,64,22,15,2.4791072453933602,818,1
Female,White,23,30,13,3.755714832010703,447,1
Male,Black,21,32,14,3.6314857568068453,529,1
Male,White,74,18,17,2.195405801579297,1123,1
Male,Asian,39,2,18,3.659493689408152,448,1
Female,White,44,37,15,2.9695806118321,1139,1
Male,White,57,2,17,2.9730802460197743,1117,1
Male,White,39,14,19,2.173147156445494,1091,1
Female,White,59,4,14,3.750957092197684,811,1
Male,Black,78,13,15,3.8347415827974096,1538,1
Female,Asian,27,38,15,3.569832938610074,524,1
Male,White,76,27,14,3.611002611285418,790,1
Non-binary,White,21,24,16,3.7564568916556977,988,1
Male,Asian,40,12,13,2.5263991261564644,1128,1
Non-binary,White,26,8,19,2.6880349707285514,905,1
Male,Black,34,21,16,2.9118115973010474,1119,1
Male,Asian,66,23,18,3.0454112541103315,1120,1
Non-binary,Asian,63,6,14,2.2921367314452894,770,1
Female,White,23,10,18,2.8821583015249175,789,1
Male,Hispanic,53,31,13,2.1686932037024733,894,1
Female,White,64,14,18,2.747970851461968,561,0
Male,White,38,10,21,2.254157638334344,1550,1
Male,Hispanic,30,27,15,2.1048331745894755,1194,1
Female,Black,43,6,16,2.3741971710116387,618,0
Male,Hispanic,74,32,15,3.729776008669372,768,1
Male,Black,32,39,18,2.6644314726946794,1405,1
Male,Hispanic,36,11,12,2.654455709793486,1157,1
Female,White,44,39,12,3.733946136148146,1429,1
Male,White,30,5,16,2.034547306623874,614,1
Female,White,60,24,13,2.046001443117263,1595,1
Female,Hispanic,53,3,17,2.720019806857662,1071,1
Female,White,53,19,16,2.3381166322199327,428,1
Male,White,18,26,19,2.5950430151979322,1567,1
Male,Asian,71,35,13,2.1550998116423146,1494,1
Non-binary,White,64,12,17,2.6585656021386606,474,1
Male,Black,36,24,17,3.901018408136732,410,1
Female,Asian,65,15,15,2.2922917147882016,1419,1
Male,White,61,21,12,3.1458673547952274,1348,1
Female,Black,33,12,21,3.4170382705288365,874,1
Female,White,38,25,12,3.4966053385745104,609,1
Female,Asian,46,15,17,3.726899168481787,742,1
Male,White,21,9,12,3.491756123512056,1107,1
Female,Hispanic,75,26,14,3.1877891197131083,1283,1
Male,Black,19,38,16,3.604641763631811,1229,1
Male,Black,53,11,20,3.7602829051354125,893,1
Male,White,66,30,18,2.594767991817296,1235,1
Female,Black,21,17,20,2.009293552480055,1218,1
Male,Asian,30,23,21,2.4291426898277404,1300,1
Male,White,46,0,18,3.938805266221859,911,1
Female,White,49,21,17,2.78512965406148,716,1
Female,Black,65,16,21,2.9798454061171853,608,1
Male,Hispanic,75,9,18,2.1461620322559076,988,1
Female,Black,67,17,17,2.7551323735118842,502,1
Male,Other,44,36,17,2.8085192103898358,741,1
Female,White,63,14,13,2.284835087060412,1194,0
Male,White,47,35,12,3.796284238512942,1288,1
Non-binary,Other,48,38,20,2.7448744349101135,1234,1
Male,White,43,29,18,3.5086951386913716,1284,1
Female,Black,60,17,13,3.3103886478476428,815,1
Male,White,20,24,19,2.3635424872482833,585,1
Male,Asian,76,39,21,2.788829347350126,796,1
Female,Black,59,37,21,3.6066154956545056,449,1
Male,White,29,34,20,3.005883901665621,1452,1
Male,White,70,21,17,2.9822476022353595,408,1
Non-binary,White,67,26,21,2.4063630875620126,635,0
Male,Hispanic,35,12,15,3.233762719534898,746,1
Non-binary,Black,38,15,18,2.339148003724045,785,1
Non-binary,Other,76,21,21,2.141036150875408,985,1
Female,Black,22,13,13,2.0400445331565584,1336,0
Male,Other,53,36,21,2.0071615351518046,1130,1
Male,White,21,12,15,2.9843459327803705,1408,1
Male,White,67,22,19,2.6822082449253424,1009,1
Male,Asian,48,33,15,2.9752472769850495,1039,1
Female,Asian,52,11,17,3.4743174053774,682,1
Male,Hispanic,60,21,19,2.018206812434262,890,1
Non-binary,Black,68,31,16,3.102527176017344,729,1
Male,Other,29,6,14,2.06522464660883,713,1
Female,White,67,19,14,2.031598898407978,467,1
Male,White,62,24,18,3.0545066872777538,1582,1
Male,White,65,36,16,2.5364846413515254,951,1
Non-binary,White,52,2,15,3.2305574329902464,955,1
Non-binary,Asian,68,35,17,2.774460813497897,1009,1
Female,Black,45,9,13,2.5798295567062226,1407,1
Female,Other,51,19,21,3.307387423012395,882,1
Female,Black,73,7,12,3.33897669055289,1420,1
Male,White,49,6,20,3.936113853020668,1378,1
Male,White,31,6,18,2.871113075370295,1438,1
Female,Hispanic,66,21,20,3.016984833458455,401,0
Male,White,51,27,17,2.347780119121131,851,1
Male,White,18,22,15,3.623224966327382,779,1
Male,Asian,74,3,16,3.641233059522257,1565,1
Female,Asian,36,1,19,3.646055725995808,931,1
Female,Black,72,25,17,2.0907056360657554,878,0
Male,White,67,4,13,3.6639517006355593,1573,1
Male,White,71,21,16,2.6139052906108486,821,1
Female,Black,26,21,18,2.353843285126583,443,1
Male,White,67,18,20,3.8767809640475646,418,1
Female,Hispanic,62,25,20,2.6071082358181092,504,1
Male,Black,33,37,18,3.87602714833023,689,1
Male,Asian,38,39,12,3.4490554529073982,896,1
Female,White,65,36,15,2.422239778965759,580,1
Female,White,79,38,14,2.2180936029461664,1586,1
Male,Hispanic,72,13,16,3.935438948038506,504,1
Non-binary,Asian,72,16,16,3.969886041701841,1274,1
Female,Black,49,10,13,3.041452147193257,547,0
Male,Asian,57,15,13,3.875681576060246,1057,1
Male,White,27,10,15,2.088261274382228,1507,1
Non-binary,White,77,0,15,3.1324894215398498,1136,1
Female,Asian,52,21,14,3.723102621886367,1326,1
Male,Black,40,22,12,3.7748746828565265,1262,1
Female,Black,55,22,21,2.517305150964357,1458,1
Male,White,77,19,21,2.60083338143514,637,1
Male,White,30,8,19,3.348211242340832,937,1
Male,Black,64,18,13,3.9204537867800253,1150,1
Female,Black,25,17,19,3.645248882324494,1587,1
Female,Black,52,5,19,3.059439749869635,1534,0
Female,Black,76,4,14,2.2785742622710266,1500,0
Male,Asian,47,24,21,3.3869910648203634,1143,1
Non-binary,Black,31,34,20,2.738082601601736,905,1
Non-binary,White,29,8,21,3.7217261573740816,570,1
Non-binary,White,69,35,16,3.8450160160461033,587,1
Male,Asian,31,37,12,2.548192617336781,1083,1
Female,Asian,61,14,18,3.73178331758613,1144,1
Male,White,68,9,14,2.43288270478787,870,1
Female,Asian,24,37,21,3.1345522904100402,1341,1
Male,White,78,21,12,2.1912807616627954,991,1
Female,Black,42,21,18,2.681172286087935,468,0
Male,Hispanic,24,10,13,2.833027263143948,1283,1
Female,Asian,44,26,13,2.2912925838519658,1405,1
Non-binary,Asian,63,3,12,3.1793870281579157,890,1
Male,White,34,0,15,2.986405148538636,779,1
Female,White,75,35,17,3.7402232415166283,1519,1
Non-binary,Black,70,2,19,3.7399604001980284,425,0
Female,Hispanic,61,1,14,3.0827129182813344,1135,0
Male,White,30,6,17,3.976440433074021,1594,1
Male,Black,25,22,15,3.0374748789099826,533,1
Female,White,35,6,14,3.055426163447139,831,1
Male,White,62,19,16,2.7699257061464517,867,1
Female,White,28,15,12,2.7266839417814768,1592,1
Male,White,66,6,14,2.6525987123515966,1022,0
Female,White,72,28,18,2.5781861791928193,461,1
Non-binary,Black,67,13,19,2.731615830136734,1409,0
Male,White,35,35,18,3.5203972331228774,528,1
Non-binary,Asian,70,30,18,2.552575995726597,1063,1
Non-binary,Black,47,32,13,2.6886473116377787,713,1
Male,Hispanic,66,34,16,2.9216942810132016,534,1
Male,Black,72,35,18,3.3417783395241694,1043,1
Male,White,36,6,19,3.385363220545861,1552,1
Male,Hispanic,71,29,13,2.0104694098543665,1484,1
Non-binary,Black,66,36,16,3.7384049361309235,735,1
Female,White,75,33,21,2.017818188825787,1563,1
Male,Asian,48,33,21,3.8862942916707173,608,1
Female,Black,77,29,14,3.195294593082018,1154,1
Female,Black,58,9,15,2.229790672757881,1357,1
Male,Black,55,10,16,2.7646628732312246,1081,1
Female,Other,20,36,12,3.101282135926808,1567,1
Female,White,76,18,19,2.2830650035121076,1571,1
Male,Asian,77,9,13,2.6722959511703577,636,1
Male,Other,62,2,17,2.3667537485532613,1597,1
Non-binary,Black,70,15,16,2.1017268517626535,1139,0
Male,White,52,10,15,3.1854139216391237,638,1
Male,Hispanic,27,31,17,3.043186511172993,1396,1
Female,White,68,24,18,3.06553871829306,459,1
Male,White,75,33,19,2.4561955521557293,921,1
Non-binary,White,22,28,19,2.959556535617956,661,1
Female,Hispanic,23,26,21,2.255661849196742,1497,1
Non-binary,White,51,29,20,2.8802046779461623,1309,1
Male,White,19,1,12,3.100974761278442,500,1
Male,Black,61,16,18,3.393911605971152,836,1
Non-binary,Black,21,24,15,2.340179502680228,921,1
Male,White,44,22,20,3.2522154699690677,1145,1
Non-binary,White,42,17,19,2.140281639135221,1200,1
Female,Asian,66,39,20,3.314270071643624,1259,1
Male,Black,60,10,16,3.713538129251382,1383,1
Female,Asian,21,29,19,3.8749642035494123,1114,1
Male,White,45,35,18,3.677625044086494,1347,1
Female,Other,52,15,21,2.2863739001621477,548,1
Male,Asian,64,9,18,3.243842552411502,1204,1
Female,Asian,68,3,16,2.5804382486150828,1240,1
Female,Asian,47,28,19,3.0795388551229785,737,1
Female,White,67,27,21,2.3028633179353086,1450,1
Female,Hispanic,43,8,18,3.40637077341154,1056,1
Female,White,28,38,18,2.5731817798111467,995,1
Female,Black,69,16,15,3.3939691275364257,725,1
Female,Black,56,31,14,2.722263711939118,712,1
Male,Hispanic,56,14,17,3.5324508766364087,1373,1
Male,White,67,18,13,2.1852251760493955,1400,1
Male,White,59,3,18,2.228889472224469,711,0
Non-binary,White,18,24,20,3.6380959581999908,1133,1
Female,Hispanic,51,28,21,2.680362435535704,532,1
Male,White,49,18,20,3.2846134108886034,1138,1
Male,Black,39,25,19,2.070737629993801,467,1
Male,Black,20,24,16,3.7282293874131724,846,1
Male,Hispanic,72,2,19,2.905536791494878,1169,1
Male,White,35,12,20,3.9291439219820052,717,1
Male,White,46,31,19,2.7662384976929557,1166,1
Female,Black,28,12,19,3.3933980980189933,794,1
Female,White,68,6,15,3.437233273522873,1413,1
Male,White,55,18,17,3.6995694982823104,961,1
Male,Black,19,0,21,3.700845012236619,921,0
Male,Hispanic,40,4,21,2.2075800076613303,1144,0
Male,Black,58,28,15,2.508628083364986,825,1
Male,White,58,33,14,2.911183912254063,1393,1
Male,White,30,31,15,3.3787256944975264,1271,1
Male,White,34,34,17,3.5927814901185013,820,1
Male,Hispanic,37,7,12,2.7353227366234427,1109,1
Female,Other,39,35,17,2.707788761835133,502,1
Female,Black,76,24,15,3.9407969666178806,586,1
Female,Hispanic,46,24,19,3.41025611321556,432,1
Male,Asian,53,18,21,3.8901338787080117,420,1
Female,White,71,2,12,2.359042842487021,590,1
Male,Asian,50,25,18,3.763591885343912,1086,1
Female,Hispanic,72,28,20,3.291186207111038,1418,1
Female,Black,33,28,15,3.6298051026523224,1370,1
Female,Asian,23,37,13,2.176412525508706,988,1
Male,Hispanic,53,15,20,2.953115248346821,1178,1
Male,Other,39,8,13,3.4226897982999764,630,1
Female,Asian,74,15,20,2.205453272995509,441,1
Female,White,47,38,16,3.0473841779884556,648,1
Female,Black,46,20,19,2.8749740064750484,1365,1
Female,Black,28,21,17,3.838286779277853,1300,1
Male,White,67,27,14,2.9135623811820057,1333,1
Non-binary,Asian,51,21,20,2.143254981454242,1350,1
Female,Asian,21,0,15,3.907289842742731,625,1
Female,Black,58,8,15,2.5209207169245627,1165,1
Female,Asian,31,37,21,3.608437815784737,842,1
Male,White,39,12,13,2.5853689775310524,636,1
Female,Black,29,1,15,3.222711229826253,704,0
Female,White,61,28,14,2.2855289980628974,1300,1
Male,Hispanic,28,24,19,3.2858413450253665,408,1
Non-binary,Asian,52,30,14,3.6048725463224787,1073,1
Male,Asian,49,11,14,3.5558972567951663,1295,1
Female,White,31,7,12,3.2244450048821385,1495,1
Female,Hispanic,72,10,14,2.9332290068568954,591,0
Non-binary,Black,44,13,15,2.878529866005324,472,1
Male,White,60,35,14,3.257434120261995,720,1
Non-binary,Black,36,39,20,3.6854495953393123,621,1
Female,Black,40,9,20,2.4024523758102685,1309,1
Non-binary,Black,59,38,13,2.1796318321555725,755,1
Male,Asian,60,32,20,2.956313085733732,1428,1
Male,White,18,1,17,3.327193130483902,671,1
Female,Asian,21,17,16,2.068555847873977,418,1
Female,Black,44,11,18,2.4935735598567086,1300,1
Female,Black,42,17,18,3.11335703925023,404,1
Female,White,75,31,14,3.908189621428483,632,1
Male,Other,19,7,12,3.939745210682103,473,1
Female,Black,73,27,17,3.787248248280368,1292,1
Male,White,21,13,15,2.8461038460440578,1051,1
Non-binary,Black,67,16,21,2.125247938229864,985,1
Non-binary,White,59,33,17,2.403724789341623,1085,1
Female,Asian,64,17,17,3.156567029830981,743,1
Female,Black,61,33,16,3.575870837589009,1059,1
Female,White,21,29,12,2.1860376185159396,508,1
Female,Asian,41,11,19,3.838085112248906,771,1
Male,Other,68,13,20,3.7554466442658736,1055,1
Male,White,61,29,20,3.7969914067811352,1301,1
Female,Black,75,9,16,3.5358818645630845,1497,1
Female,White,23,15,12,2.660744769208144,443,1
Male,Asian,26,25,14,2.0831896104921874,448,1
Male,Asian,29,34,20,2.410588062139543,1258,1
Female,Asian,33,13,18,3.4709745241262056,1320,1
Female,White,35,37,12,2.3500167035919626,1477,1
Female,Black,24,30,17,3.205534177605938,1557,1
Female,Asian,46,1,13,2.724895893932664,1460,0
Male,Black,20,23,18,2.923846473013516,1565,1
Male,White,60,26,12,2.015253286210535,1562,1
Non-binary,Asian,21,38,14,2.8818741658515883,981,1
Female,Asian,29,31,15,2.617163780245394,1271,1
Male,Hispanic,39,19,13,2.254865621805881,470,1
Male,Asian,29,9,21,2.1191250539379594,1301,1
Female,White,75,32,17,3.102458559454364,1296,1
Male,White,25,12,21,2.061812983182678,451,1
Non-binary,Asian,57,8,12,3.470248025359384,759,1
Male,Black,22,10,14,2.5205673483959155,997,1
Male,White,21,27,16,2.335068017219957,813,1
Female,Asian,66,37,19,3.4341162503846188,1501,1
Non-binary,Asian,43,13,17,3.093489730890074,723,1
Female,White,64,1,18,3.0009143979087556,502,1
Male,Black,50,39,17,3.4549175787009263,894,1
Male,Asian,66,21,13,3.5442085803000047,1218,1
Male,Black,61,22,15,3.004876419855739,865,1
Non-binary,White,26,31,18,3.5424570498683132,934,1
Male,Hispanic,36,9,13,2.1863120672522913,447,0
Non-binary,White,35,7,17,3.5446854240694354,1438,0
Non-binary,White,26,33,15,2.798474503614642,959,1
Male,White,77,30,14,3.712701664082964,1323,1
Male,Black,56,20,19,2.4893848843787323,1091,1
Male,White,56,37,13,3.742037158446724,1244,1
Male,Asian,66,10,19,3.8771825599422467,1157,1
Male,Asian,61,29,13,3.6677486618249793,1108,1
Male,Asian,34,10,20,2.058727187368977,451,1
Non-binary,White,39,18,13,2.817224388812768,1582,1
Male,White,38,10,18,2.0239143125590964,1370,1
Male,Asian,39,19,14,3.4701581730014337,1285,1
Male,White,47,38,12,2.8680651016386496,1211,1
Male,White,18,18,16,3.890643210405212,405,1
Non-binary,White,22,0,13,3.8344991032906695,795,1
Male,White,22,18,20,2.1056763202308457,640,1
Female,White,61,26,12,2.4023402864800616,1038,1
Female,White,66,32,14,2.933295471377887,1251,1
Female,White,23,36,17,3.6670861953484852,1205,1
Female,Black,29,5,13,3.34138271801635,481,1
